hotels,names,titles,star_ratting,location,date,comments,replies
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",Gorgeousbella,出人意料的棒!,4,菲律賓馬加智,,有幾天住在這家酒店真的很享受，房間很寬敞舒適。除了香格里拉以外最棒的了，床很大，風景也很棒。在酒店的餐廳很好，像上海的pavilllion一樣。酒吧很適合消遣，你可以看到台北101。大樓頂部有泳池，在這裏你可以好好的端詳101。更多,"Dear Gorgeousbella,

Thank you very much for taking the time to share your recent stay feedback on tripadvisor.

We greatly...更多"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",captaintorng,高貴優雅、蘊藏東方神秘魅力的一流飯店,5,台灣台北,2015年11月,高聳的建築，裝潢高貴優雅、蘊藏東方神秘魅力。房間大小適中，尊貴且舒適。早餐和buffet菜色豐盛。玻璃帷幕的咖啡廳，設計相當有特色，可以欣賞窗外的美麗市景，是一大賣點。,"captaintorng您好,

非常謝謝您利用寶貴的時間在Tripadvisor上與我們分享您的住宿經驗。我們很榮幸的知道您對於我們重新裝修後的客房及整體服務感到滿意。我們衷心期盼能再度為您服務，祝您有個愉快的一天!


Best Regards,
Emil Leung
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",candy,因公出差,4,las pinas,,因為商務會議我們在這裏住了3天，期間所有的會議都在這家酒店裡進行。這裏的食物服務和房間都非常完美。這裏還有小會議室對我們團隊非常適用。酒店就在購物中心旁邊，你可以去喝咖啡，購物或是吃飯。更多,"Dear Marticandylap,

Thank you very much for staying with us and for taking the time to share your feedback on...更多"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",ericlaishu,需加強隔音,3,香港,2016年7月,大堂服務員服務良好，能用流利英語溝通。可是房間隔音功能不足，晚上經過聽到走廊人客的腳步。不過房間很大，十分乾淨。,"ericlaishu 您好：

非常謝謝您利用寶貴的時間在Tripadvisor上分享您最近在飯店的住宿經驗。也感謝您給予我們的意見與肯定。我們衷心期盼能再度為您服務，祝您有個愉快的一天!

Best regards,
Emil Leung
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",Relax638244,歡聚,5,,2016年8月,食物好，服務好，氣氛佳！很適合欣賞夜景和談天！38樓馬可波羅義大利餐點很道地，甜點也好吃，服務員很熱情！用遠東商銀信用卡另有折扣，,"麗芬 唐 您好：

非常謝謝您利用寶貴的時間在Tripadvisor上分享您最近的餐飲消費經驗。也感謝您給予的支持與肯定。我們衷心期盼能再度為您服務，祝您有個愉快的一天!

Best regards,
Emil Leung
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",YUPINGC32,開會好場所,5,,2016年8月,開會時的茶點，超好吃，打包回家，發現它的優格是自己做的，不甜，布丁帶回家做成冰棒，好吃，蘿蔔絲餅是我的最愛，吃到沒剩下，所以沒打包，麵包夾火腿也好吃。,"YUPING C 您好：

非常謝謝您利用寶貴的時間在Tripadvisor上分享您最近在飯店的會議經驗。也感謝您給予的支持與肯定。我們衷心期盼能再度為您服務，祝您有個愉快的一天!

Best regards,
Emil Leung
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",一位來自中國的 TripAdvisor 會員,很好，推薦,5,,,很好的酒店，旁邊就是商場很多餐廳，買東西吃東西都方便極了。房間寬敞舒適，40樓屋頂遊泳池很贊，夜景很美，晚上點了房內用膳的牛肉面，味道棒棒噠。早餐豐盛，可選擇空間大，擺放漂亮，服務人員態度都很友善，孩子喜歡說還要來住呢,"Dear 笑乐儿,

非常谢谢您利用宝贵的时间在Tripadvisor上分享您的住宿经验。我们很荣幸的知道您对于
我们整体的服务及住宿感到满意。我们衷心期盼能再度为您服务，祝您有个愉快的一天!


Best Regards,
Emil Leung
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",DayTrip808559,服務親切浴室設備需要加強,3,Taipei,2016年6月,住了一個月，飯店床墊中軟偏硬睡起來還不錯，Room Service 餐點評比3.5星，房務打掃吸塵都要特別強調，浴室的設備比較舊ㄧ點，沒有免痣馬桶，已經住在29樓了還出現蚊子有點誇張，不過房務人員還是幫我們先暫時換房做消毒，空調系統會太冷關起來又太悶，電梯旁邊的房間都太吵不建議入住，櫃檯接待的小姐比男生親切多了，電梯速度很快，門...更多,"楊*新 E 您好：

非常謝謝您利用寶貴的時間在Tripadvisor上分享您的整體住宿經驗。

我們很榮幸的知道您對於我們的服務感到滿意，我們將針對您給予的意見做進一步的了解，並期待未來能再度為您服務。謝謝！

Best Regards,
Emil Leung
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",一位來自中國的 TripAdvisor 會員,貼心服務，完美景觀,5,,,"灣灣的服務業是眾所周知的優秀，可我也不得不誇一下細節真的太棒。出門回來后，發現丟在盥洗台上的凌亂化妝品整齊擺放，隨地亂丟的鞋子也給我撿起來放整齊，衣服疊好放在床尾。連我的充電線也一根根卷好放好了。一下子就有一種貼心關懷的感覺。更別提房間布局合理、景觀一級棒。
真的感慨太大了，在中國住香格里拉的話，是我想要省錢又想住五星才會選擇的...更多","Dear iris920205,

Thank you very much for staying with us and for sharing your feedback on tripadvisor.

We are truly...更多"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",Alexyanglaw,服務周全， 酒店高級，乾淨， 酒店大堂有花香,5,加州洛杉磯,2016年7月,因為剛下飛機和時差問題， 我不小心在EXPEDIA 上訂錯入住時間了， 到了飯店才發現錯誤， 晚訂了一天， 非常謝謝香格里拉台北遠東國際大飯店的front desk和manager， 馬上和EXPEDIA電話溝通， 除了沒有要求我多付費， 還比照EXPEDIA給我的價錢提供我優惠住宿， 我在這裡住宿非常開心， 有機會會在選擇這裡...更多,"Dear Alexyanglaw,

Thank you very much for staying with us and for sharing your feedback on tripadvisor.

We are truly...更多"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",peggychenqq,服務貼心周到，值得推薦,4,,2016年7月,"一個月至少會造訪一次一樓的咖啡廳，讓我每每回頭的原因，除了撩人心旋的鋼琴演奏之外，就是咖啡廳的服務，我總是喜歡默默觀察他們，尤其是在忙碌的時刻，雖然每個人笑容消失顯得有些嚴肅，但每個人仍快速的移動並積極的在我們的桌邊巡視，這樣用力認真的感覺，讓我想起以前年輕打拼時的自己。
上次與家人ㄧ同前往，冰紅茶有些苦澀，還有號稱活力飲料的飲...更多","peggychenqq 您好,

非常謝謝您利用寶貴的時間在Tripadvisor上分享您近期的餐飲經驗。

本人謹此誠摯感謝您對我們的支持與指教。我們將會不斷地致力於迅速流暢及高品質的服務。

我們衷心期盼能再度為您服務，祝您有個愉快的一天!

Best regards,
Emil Leung
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",Lee P,APEC 2016,5,,,房間很舒服。這是一個很好的和平的工作地方，文具和配件已經準備好。我們可以很容易地在房間的每一個角落裡找到討論小組和工作區域的位置。我們已經開了一間總統房。更多,"Dear Lee P,

Thank you very much for staying with us and for sharing your feedback. We are truly delighted...更多"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",clmclaughlin,住得很開心,5,上海地區上海市,,台北遠東大酒店的員工很出色，總是很熱情。Paris和Bella代表了香格里拉酒店的員工最高水平！！房間很漂亮，卧室里還有電視。期待下次再來！！更多,"Dear clmclaughlin,

Thank you very much for staying with us and for sharing your feedback.

We are truly delighted to...更多"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",Adventurer808933,我喜歡入住該酒店,5,台北,,"不錯的選擇.孩子們喜歡這裏的露天遊泳池和健身室.我喜歡一個人在36樓的豪華閣打開電腦寫寫稿子,看看書,冥想發獃;又或者看看前來休息的客人,有各種各樣的,高貴有修養純休息放鬆享受生活的是一部分,生意人在這裏小聚談業務稍有點爭取訂單的緊張,還有一些吵鬧的是講話太大聲旁若無人的中國遊客(我猜他們是有錢人)........我喜歡下午沒有...更多","Dear 宝宝冯,

非常谢谢您利用宝贵的时间在Tripadvisor上分享您的住宿经验。我们很荣幸的知道您对于
我们整体的服务及住宿感到满意。我们衷心期盼能再度为您服务，祝您有个愉快的一天!


Best Regards,
Marcel N.A. Holman
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",zhlxr87918,舒適，優異，方便,5,香港,2016年6月,交通便利，對於坐地鐵的朋友而言未必非常完美但對於喜歡暴走的朋友而言這個地理位置確實非常卓越。房間寬敞，裝修也比較新（與大多香格里拉陳舊的內飾形成鮮明對比），可能預期比較低所以感覺眼前一亮。廁所很寬敞，點個贊，適合勞累一天后泡個澡。廁所裡也有小電視，雖說位置欠佳但聊勝於無。中餐一如既往的香格里拉水準，我個人覺得無可挑剔。總體說來，...更多,"zhlxr87918您好,

非常謝謝您利用寶貴的時間在Tripadvisor上與我們分享您的住宿經驗。我們很榮幸的知道您對於我們重新裝修後的客房及整體服務感到滿意。我們衷心期盼能再度為您服務，祝您有個愉快的一天!


Best Regards,
Marcel N.A. Holman
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",維廷 洪,服務很好,5,,2016年6月,謝謝服務中心人員kenny與justin協助我們情侶兩人訂購我們喜歡的紀念，端午節連假在這裏過的很開心，六樓香宮的食物也很好吃，整體服務很棒，推薦！,"Dear 維廷 洪,

非常謝謝您利用寶貴的時間在Tripadvisor上分享您的住宿及餐飲經驗。我們很榮幸的知道您對於我們的整體服務感到滿意。我們衷心期盼能再度為您服務，祝您有個愉快的一天!


Best Regards,
Marcel N.A. Holman
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",icefirehbo,希望餐廳服務人員可以適時引導與處理,4,,2016年5月,五月份去用晚餐，一人也要上千的價位，取餐動線超亂很怕撞到人，整個餐廳都吵吵鬧鬧的，原來是有學生的謝師宴活動，到處亂跑，吵鬧聲很大聲讓人用餐的不太放鬆，服務生也不即時控管告誡，後來是我們要求換位置才得以改善，餐點好不好吃已經不重要了，只覺得此處氣氛不搭飯店晚餐的水準,"icefirehbo您好：

非常感謝您的分享與建議。我們將針對您給予的意見做進一步的了解，並期待未來還有機會再次為您服務。謝謝！


Best regards,
Marcel N.A. Holman
General Manager"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",Travel811713,在台北已算不錯酒店,3,香港,2016年6月,"在台北5星酒店不多, 可能因為這原因, 這酒店沒有一直進步, 只停在多年前的水準。服務也沒有5星的評價, 員工欠缺知識, 英文能力差, 但熱情跟處理問題也細心加分。房間不過不失, 洗手間有點過時, 沒有智能馬桶跟溫度調節, 房間充滿塵埃, 清潔人員打掃得沒有很細心跟完善。這酒店所有的餐廳也沒有5星水準, 房間送餐選擇不多跟食物的...更多","Dear 鄧一,

Thank you for your review of our property.

I am disappointed to hear about the unpleasant experiences and...更多"
"遠東國際大飯店Shangri-La's Far Eastern Plaza Hotel, Taipei",Expedition804372,Too disappointing!,2,台灣台北,2016年6月,我在10年前吃的BUFFET與現在吃的BUFFET，實在太令人失望了! 用餐空間變小了，像美食街一樣!尤其是港式三寶，又乾又柴、日式冷盤的蝦和蛤蜊，燙的是又老又乾，放到出水都沒人吃，只剩下印度料理和甜點還OK外，其餘都很差!  我認識的徐董不是這樣的人，為什麼你們遠東BUFFET會變得如此差?更多,"Dear greenhat917,

Thank you for your review of our property.

I am disappointed to hear about the unpleasant experiences and...更多"
